word,count
eating,12
embarrassment,12
evening,12
foot,12
get,12
grandparent,12
laugh,12
mi,12
na,12
near,12
offended,12
protected,12
providing,12
pub,12
reminds,12
response,12
space,12
special,12
spot,12
task,12
thinking,12
turn,12
verbs,12
welcome,12
arousal,11
attention_grabbing,11
bond,11
bothered,11
bothering,11
classmate,11
condition,11
definitely,11
depends,11
diagnosis,11
distant,11
disturbing,11
embrace,11
empathetic,11
emphasize,11
end,11
environment,11
examine,11
finished,11
gain,11
garden,11
girl,11
headphones,11
health,11
missed,11
nerves,11
new,11
nose,11
not_I,11
not_touch,11
project,11
specific,11
spouse,11
story,11
stressful,11
unexpected,11
vein,11
visiting,11
wrong,11
adored,10
coercive,10
con,10
cool,10
deliberately,10
encouragement,10
enjoy,10
focusing,10
hairdresser,10
helpful,10
inside,10
intrigued,10
intrusive,10
kinda,10
line,10
lukewarm,10
morning,10
no_idea,10
physiotherapist,10
polite,10
pride,10
random,10
reason,10
relieving,10
rest,10
robust,10
rubbery,10
scary,10
session,10
sex,10
shy,10
study,10
taken,10
thought,10
tingly,10
type,10
urgent,10
words,10
year,10
affect,9
appointment,9
asked,9
aunt,9
beach,9
book,9
characteristics,9
create,9
decide,9
depressed,9
eye,9
favorite,9
finding,9
firmly,9
flirt,9
forehead,9
forth,9
friendship,9
given,9
group,9
hesitant,9
interesting,9
jestem,9
la,9
late,9
lecture,9
moist,9
not_hear,9
not_pleasant,9
not_sure,9
outdoors,9
period,9
queue,9
rapid,9
reduce,9
seated,9
supposed,9
tired,9
use,9
woken,9
younger,9
accepted,8
acknowledged,8
actually,8
alerting,8
answer,8
bones,8
buy,8
casual,8
cinema,8
co,8
disturbed,8
doubt,8
dropped,8
en,8
encounter,8
energy,8
engaging,8
exactly,8
explaining,8
failed,8
force,8
general,8
grabing,8
guilty,8
humiliation,8
information,8
injury,8
instructor,8
interact,8
intercourse,8
inviting,8
laughing,8
leave,8
level,8
male,8
man,8
means,8
mildly,8
negative,8
not_close,8
pet,8
que,8
remove,8
rubbed,8
sat,8
seat,8
silly,8
speak,8
stimulating,8
surgery,8
surprising,8
tip,8
train,8
unpleasent,8
vigorous,8
young,8
acceptable,7
applied,7
applying,7
appreciation,7
assure,7
attempting,7
barely,7
behavior,7
boy,7
braccio,7
breaking,7
chat,7
coarse,7
company,7
compassionate,7
concentrated,7
consequential,7
consider,7
consolation,7
continue,7
continuously,7
convince,7
demonstrate,7
despair,7
dirty,7
dominant,7
drive,7
entering,7
etc,7
experience,7
experiencing,7
film,7
free,7
goes,7
grocery,7
harmless,7
immediately,7
indicate,7
innocent,7
insistently,7
interrupted,7
jokingly,7
keeps,7
knowing,7
lesson,7
mad,7
masseur,7
mobile,7
night,7
no_intention,7
not_emotion,7
older,7
open,7
opinion,7
past,7
perform,7
placid,7
playground,7
practice,7
prickly,7
protective,7
provoke,7
pushy,7
relaxation,7
required,7
running,7
shift,7
sick,7
smile,7
snacks,7
sticky,7
supermarket,7
tea,7
thankful,7
therapeutic,7
tortuous,7
tree,7
unconfortable,7
wiggly,7
without_I,7
alerted,6
amazing,6
andor,6
assertive,6
attack,6
brazo,6
calmly,6
casa,6
cases,6
cherished,6
communicate,6
convey,6
cozy,6
crush,6
describing,6
direction,6
discuss,6
dread,6
eat,6
engage,6
entertained,6
expect,6
expression,6
facing,6
fare,6
fastidio,6
flexible,6
forward,6
found,6
goodbye,6
great,6
ground,6
harsh,6
hit,6
hopeful,6
horror,6
hurting,6
index,6
initiating,6
livingroom,6
lovable,6
luscious,6
matter,6
mechaniczny,6
mental,6
mind,6
movements,6
no_feeling,6
not_comfortable,6
not_face,6
not_okay,6
pinching,6
pobudzenie,6
pocieszy,6
preparing,6
product,6
pulse,6
quickly,6
reaches,6
receiving,6
recent,6
roommate,6
salon,6
scare,6
sees,6
self,6
series,6
shame,6
socializing,6
sounds,6
stiff,6
strenght,6
stuff,6
suave,6
supple,6
talked,6
technique,6
travelling,6
trembling,6
una,6
uneven,6
unnatural,6
validated,6
valued,6
visit,6
wait,6
wet,6
woman,6
accompanied,5
activity,5
admiring,5
advice,5
affective,5
afternoon,5
agree,5
alarmed,5
alive,5
amor,5
annoyance,5
approaches,5
attraction,5
awaken,5
awareness,5
belong,5
boss,5
broke,5
burn,5
calf,5
called,5
cartoons,5
causing,5
center,5
checked,5
clear,5
coming,5
confianza,5
control,5
cosy,5
dad,5
defensive,5
especially,5
exact,5
experiment,5
explain,5
field,5
flirtatious,5
floor,5
forceful,5
frightened,5
future,5
glad,5
goosebumps,5
greets,5
half,5
happier,5
healer,5
heavy,5
hope,5
human,5
hurry,5
ice,5
il,5
impersonal,5
inform,5
inquisitive,5
irony,5
isolation,5
lack,5
library,5
lie,5
looked,5
loss,5
medico,5
mia,5
motivate,5
nap,5
no_purpose,5
not_aware,5
not_find,5
not_good,5
not_hurtful,5
not_want,5
occur,5
odd,5
ordering,5
overall,5
passed,5
picnic,5
pointing,5
prepared,5
presionar,5
preste,5
pure,5
quality,5
quiet,5
react,5
reka,5
resentment,5
rytmiczne,5
safety,5
sarcastic,5
scenario,5
seconds,5
signal,5
silence,5
soothed,5
spa,5
stand,5
starting,5
steady,5
studio,5
suggestive,5
topics,5
uneasy,5
warn,5
warning,5
weirded,5
workplace,5
accident,4
adults,4
afraid,4
apply,4
arrive,4
assist,4
avoid,4
ball,4
barriers,4
beauty,4
beer,4
begin,4
big,4
bothersome,4
bringing,4
brushed,4
budzony,4
building,4
calmante,4
check_up,4
city,4
compressed,4
comprimere,4
conforted,4
congratulate,4
conscious,4
consensual,4
conveying,4
correct,4
couple,4
dark,4
de,4
dealing,4
deeper,4
delikatny,4
disappointed,4
discouragement,4
drag,4
dziecko,4
earlier,4
embarrassing,4
evoke,4
ex,4
exit,4
expecting,4
fact,4
fallen,4
familiarity,4
felicidad,4
follow,4
freindly,4
friendliness,4
funeral,4
gaskanie,4
gelatinous,4
gentleness,4
genuinely,4
gon,4
gone,4
gp,4
growing,4
hall,4
hate,4
hello,4
honest,4
hour,4
humorous,4
hurtful,4
illness,4
im,4
indoors,4
inject,4
injection,4
interaction,4
interlocking,4
interrupting,4
invaded,4
involved,4
kindness,4
lady,4
lap,4
laptop,4
lasts,4
local,4
lonely,4
loud,4
machine,4
main,4
maintain,4
mark,4
match,4
meal,4
mentioned,4
middle,4
mild,4
mio,4
missing,4
motivation,4
must,4
netflix,4
noisy,4
non_invasive,4
not_agressive,4
not_anything,4
not_hurt,4
not_like,4
not_make,4
not_movie,4
not_soft,4
not_talk,4
not_welcome,4
numbness,4
offer,4
overly,4
overwhelming,4
panic,4
para,4
parlour,4
passenger,4
patient,4
patronising,4
pen,4
penis,4
pick,4
pimple,4
pity,4
plans,4
position,4
potentially,4
prolonged,4
przyjemny,4
raises,4
real,4
reconfortante,4
relevant,4
resmate,4
respect,4
respectful,4
ribs,4
romantyczny,4
run,4
saw,4
send,4
shake,4
showed,4
silent,4
sliding,4
something_poking,4
soon,4
speed,4
spokj,4
spontaneous,4
sports,4
state,4
stay,4
step,4
stimulated,4
sun,4
super,4
taxi,4
toddler,4
unfortunate,4
unusual,4
verify,4
welcoming,4
wine,4
without_attention,4
worse,4
acaricia,3
accarezzare,3
achieve,3
achievement,3
agradable,3
al,3
alegra,3
alienation,3
appealing,3
argument,3
artificial,3
askotanie,3
asks,3
atencin,3
attached,3
attending,3
attirare,3
awesome,3
bank,3
belittled,3
beloved,3
boundaries,3
brief,3
bully,3
cafeteria,3
carinhoso,3
cat,3
cel,3
chamar,3
character,3
church,3
ciepy,3
club,3
collega,3
comment,3
complicity,3
concentration,3
confiding,3
congratualting,3
constantly,3
country,3
cramps,3
crowd,3
crowded,3
curiosidad,3
daily,3
deadend,3
death,3
decisive,3
deeply,3
delicado,3
demonstrating,3
dentist,3
dependent,3
desperately,3
details,3
di,3
disappointment,3
discreet,3
disrespected,3
dotykany,3
ear,3
easy,3
eg,3
elbow,3
elderly,3
emotionless,3
empathize,3
emphasising,3
endearment,3
entrance,3
est,3
establishing,3
example,3
exert,3
exploring,3
fall,3
faster,3
fat,3
favor,3
fight,3
fingure,3
fix,3
foreplay,3
functional,3
gabinecie,3
goofy,3
grade,3
grass,3
greasy,3
gym,3
habit,3
harass,3
heading,3
healthcare,3
hear_warming,3
heat,3
higher,3
hip,3
hold,3
hopeless,3
horrific,3
hotel,3
hovering,3
ignoring,3
impactful,3
improve,3
initially,3
injured,3
inquiring,3
insistant,3
inspiration,3
intensity,3
investigative,3
ironic,3
itchiness,3
jest,3
joyful,3
judged,3
kiss,3
knocks,3
lab,3
laboratory,3
lattenzione,3
lead,3
lekarskim,3
lighthearted,3
lips,3
lumps,3
mano,3
maravilla,3
marked,3
me_comfort,3
medication,3
mocked,3
mocking,3
modo,3
moisturiser,3
moja,3
money,3
mostrar,3
moves,3
mr,3
mushy,3
nearby,3
needing,3
nervousness,3
non_sexual,3
not_delicate,3
not_malicious,3
not_matter,3
not_wok,3
notes,3
noticing,3
numbing,3
nurturing,3
obojetnosc,3
obudzic,3
offensive,3
oily,3
oldest,3
online,3
outraged,3
overstimulated,3
parceiro,3
patronized,3
played,3
pleased,3
pleasurable,3
pocieszenie,3
powdery,3
previously,3
pricking,3
process,3
profesjonalista,3
professor,3
properly,3
prove,3
proximity,3
psychological,3
quietly,3
reaching,3
recognise,3
red,3
regret,3
reiki,3
release,3
remotely,3
request,3
reveal,3
rhythmically,3
rk,3
robotic,3
rude,3
satisfy,3
satisfying,3
scene,3
scrolling,3
sensibility,3
seriously,3
shirt,3
soccer,3
someting,3
sorrow,3
sorry,3
spilled,3
sprained,3
static,3
stopped,3
strengthen,3
strongly,3
stuck,3
studying,3
successful,3
suggests,3
sunny,3
surely,3
swollen,3
takes,3
tapped,3
team,3
temperature,3
tested,3
thorough,3
till,3
timing,3
tiny,3
today,3
tone,3
town,3
toy,3
tram,3
tranquilizador,3
troubles,3
truly,3
trusted,3
trusting,3
turned,3
twice,3
unhappy,3
unique,3
unknown,3
usual,3
uwagi,3
vinculo,3
ward,3
warmly,3
week,3
weekend,3
weight,3
well_being,3
whispering,3
wierd,3
willingness,3
window,3
winter,3
wipe,3
world,3
zamiar,3
zaufanie,3
zoned,3
abrupt,2
ache,2
act,2
add,2
adhd,2
advantage,2
affettivo,2
affirmative,2
affirming,2
agent,2
aggrevated,2
ago,2
agreeing,2
airbnb,2
alarm,2
algo,2
alivio,2
allaltra,2
alleviate,2
amigo,2
amistoso,2
animado,2
apoyo,2
apprehensive,2
arn,2
arw,2
ashamed,2
assert,2
assessing,2
assignements,2
assistance,2
assisting,2
ate,2
ateno,2
atenta,2
atraer,2
attempt,2
attitude,2
babysitting,2
back_bedroom,2
back_home,2
back_work,2
badly,2
bag,2
balance,2
balcony,2
banter,2
bare,2
basic,2
basically,2
bathroom,2
battle,2
bc,2
bearable,2
beautiful,2
beginning,2
behavioural,2
believes,2
bestfriend,2
blade,2
bland,2
blind,2
blue,2
bold,2
bread,2
breakdown,2
breakup,2
breaths,2
brought,2
budzi,2
bum,2
bumps,2
business,2
buying,2
cajoled,2
cajoling,2
capable,2
capture,2
carresing,2
caught,2
cautions,2
challenges,2
chce,2
chick,2
chil_like,2
childhood,2
childish,2
ciepa,2
cigarette,2
clearly,2
clido,2
climbs,2
clothes,2
clumsy,2
cognitive,2
collected,2
comida,2
common,2
communication,2
como,2
competitive,2
complain,2
composure,2
comunicarmi,2
conciousness,2
condescended,2
condescending,2
conducting,2
conexin,2
conference,2
confirm,2
confortevole,2
consolidating,2
controlling,2
cook,2
corner,2
corridor,2
cosmetic,2
cough,2
count,2
covered,2
coziness,2
criticizing,2
crown,2
custom,2
cut,2
damaged,2
dancing,2
daydreaming,2
dear,2
degree,2
del,2
desoriented,2
despertador,2
destination,2
destra,2
died,2
diffuse,2
diffusing,2
directed,2
discover,2
dishes,2
display,2
disrespectful,2
dog,2
dom,2
domestic,2
donde,2
doors,2
dotyk,2
doubting,2
dramatic,2
duchu,2
dziwny,2
eachother,2
effects,2
el,2
elder,2
embolden,2
emotive,2
empatia,2
endlessly,2
enfocado,2
engrossed,2
entertaining,2
escalator,2
espalda,2
establish,2
estamos,2
estn,2
estoy,2
evaluation,2
eventual,2
everyday,2
everytime,2
everyting,2
exhaustion,2
expectant,2
expectations,2
explicit,2
facciamo,2
facility,2
fails,2
failure,2
falling,2
far,2
fearful,2
fee,2
fever,2
fighting,2
figlio,2
finally,2
fire,2
fluttery,2
football,2
forest,2
forgot,2
fracture,2
fridge,2
fulfilled,2
fully,2
fuzzy,2
gaining,2
gamba,2
gave,2
gentely,2
gesto,2
golpear,2
goose,2
grabbed,2
gracious,2
graduation,2
grandson,2
granny,2
granular,2
grounding,2
grumpy,2
guard,2
guest,2
guy,2
haciendo,2
hallway,2
harassment,2
harder,2
harmfull,2
harried,2
heal,2
hi,2
hugged,2
hungry,2
idea,2
impatiently,2
improvement,2
incident,2
includes,2
increases,2
induce,2
ink,2
input,2
insulted,2
intending,2
intervsal,2
intimo,2
invoke,2
involving,2
irritability,2
kept,2
kidding,2
kindly,2
kitty,2
kojcy,2
kontakt,2
laid_back,2
lately,2
lavoro,2
licks,2
lighten,2
liking,2
literally,2
loneliness,2
loose,2
lugar,2
lumpy,2
macio,2
mack,2
mainly,2
malicious,2
manager,2
marito,2
masajear,2
masau,2
mate,2
me_partner,2
me_pressure,2
meet,2
memories,2
met,2
minimal,2
minutes,2
miserably,2
miss,2
mistake,2
miy,2
mock,2
mojej,2
monitor,2
monotonous,2
months,2
mosquito,2
muscular,2
mutual,2
nail,2
ne,2
nieces,2
no_fight,2
no_reason,2
no_space,2
non,2
non_intrusive,2
not_able,2
not_affect,2
not_cause,2
not_concentrate,2
not_confidence,2
not_contact,2
not_expect,2
not_forearm,2
not_imagine,2
not_interested,2
not_painful,2
not_pushy,2
not_receive,2
not_relax,2
not_respond,2
not_scared,2
not_sense,2
not_stand,2
not_stress,2
not_think,2
not_understand,2
num,2
object,2
obojetny,2
obvious,2
occours,2
och,2
od,2
oils,2
ombro,2
operation,2
organs,2
ot,2
others_company,2
outer,2
oven,2
overstimulating,2
padding,2
paid,2
painless,2
panicked,2
paper,2
parte,2
partially,2
passeggiata,2
passion,2
passionate,2
pattern,2
pauses,2
pc,2
perceive,2
perceptible,2
perception,2
performing,2
personally,2
pestered,2
physio,2
physiotherapy,2
platonic,2
playfulness,2
pocig,2
podnoszcy,2
pool,2
popcorn,2
precise,2
prefer,2
preferrable,2
preoccupied,2
press,2
presumed,2
pretend,2
pretending,2
primarily,2
prior,2
privacy,2
probed,2
procedure,2
prosi,2
provoking,2
przedrami,2
przyjaciel,2
przywizanie,2
pulling,2
quente,2
reality,2
recall,2
reciprocate,2
reconfort,2
reducing,2
refusal,2
reject,2
relajante,2
relations,2
remaining,2
repeat,2
repetida,2
reprimand,2
reservation,2
resort,2
reunion,2
rid,2
rodrigo,2
root,2
roughly,2
satisfied,2
sauce,2
says,2
search,2
sensuous,2
sentada,2
sentirme,2
separate,2
serene,2
served,2
sfrega,2
shoot,2
show_affection,2
show_closeness,2
si,2
sincere,2
sipping,2
slides,2
softeness,2
someone_attention,2
something_comfort,2
song,2
source,2
spalla,2
spanish,2
specifically,2
spent,2
spiritual,2
spokojny,2
squeeze,2
stove,2
straight,2
student,2
suavemente,2
subway,2
sul,2
sunscreen,2
sunset,2
surface,2
surrounding,2
sweetness,2
swing,2
symphaty,2
sympthy,2
sypialnia,2
szpital,2
tad,2
tarcie,2
tattoo,2
tedious,2
temper,2
thankfulness,2
threatened,2
threatening,2
tierno,2
tight,2
tocco,2
togerher,2
tolerable,2
took,2
towels,2
trading,2
trainer,2
tranquilidad,2
tranquility,2
transient,2
trick,2
tried,2
tummy,2
tutor,2
uncle,2
uncontrollably,2
undergoing,2
undivided,2
unintentional,2
unitedly,2
unkind,2
unnecesseary,2
unremarkable,2
unsettled,2
unwell,2
uplift,2
useful,2
uwage,2
valuable,2
vented,2
vibes,2
vitals,2
voice,2
wallet,2
wanna,2
warmed,2
water,2
weakly,2
wear,2
well_intentioned,2
wholesome,2
without_affection,2
without_care,2
without_emotion,2
without_people,2
wo,2
workmate,2
wound,2
yard,2
yes,2
youtube,2
zwrcenie,2
4_year,1
5c7eb70d73dbca00011650b4,1
aat,1
abbratiion,1
aboyt,1
absent_minded,1
academic,1
access,1
accidentally,1
accompanying,1
accomplished,1
accordingly,1
account,1
accused,1
acknowledgement,1
ackowledging,1
aconsejar,1
acquire,1
acted,1
added,1
addressed,1
administered,1
admiracin,1
admirao,1
admonished,1
admonishing,1
adornment,1
adorrable,1
advance,1
afeto,1
affettuoso,1
affirm,1
aggravating,1
agitao,1
agradecimiento,1
agreement,1
agressively,1
agresywny,1
agro,1
ahe,1
ailing,1
ailments,1
airport,1
akceptacja,1
alarmujcy,1
alertness,1
algn,1
alguien,1
alguna,1
alienated,1
alittle,1
alla,1
alleviating,1
alongside,1
alot,1
altercation,1
amazement,1
ambivalent,1
ambulance,1
ambulatorio,1
amica,1
amichevole,1
amico,1
amiga,1
amr,1
amvel,1
anch65o9r,1
anecdote,1
anesthesiologist,1
ang,1
angered,1
anguish,1
animadamente,1
animar,1
animated,1
ankle,1
anniversary,1
announcing,1
answering,1
ant,1
antagonistic,1
antebrazo,1
apaixonado,1
apanie,1
apart,1
apoliogisin,1
apologetic,1
apologise,1
apoyada,1
apoyar,1
appear,1
appreciable,1
appropriated,1
approves,1
apretar,1
aqm,1
ar,1
armhair,1
arose,1
arrange,1
arriving,1
art,1
artist,1
artritis,1
arund,1
asap,1
asd,1
asmr,1
assess,1
assieme,1
association,1
assuming,1
astonishment,1
atienda,1
atmosphere,1
attachment,1
attended,1
aula,1
auto,1
automated,1
automatic,1
autonomic,1
avaliating,1
avere,1
avisando,1
avoidant,1
awakening,1
awe,1
awful,1
awkwardness,1
back_bed,1
back_comfort,1
back_doctor,1
back_hurts,1
back_muscles,1
back_shoulder,1
backing,1
backpain,1
backyard,1
bajar,1
baker,1
bambino,1
banco,1
band_aid,1
base,1
basis,1
bbq,1
bck,1
beckons,1
becuase,1
beed,1
beeing,1
benefits,1
bewildered,1
bez,1
bf,1
bien,1
bigger,1
bill,1
birds,1
birth,1
birthday,1
biting,1
bits,1
bitten,1
blanket,1
bloated,1
blockages,1
blu,1
board,1
bonded,1
bonitas,1
booth,1
bottom_bedroom,1
bottom_half,1
bouncy,1
bout,1
brainstorm,1
brim,1
bro,1
brush,1
bu,1
build,1
bumping,1
burden,1
bureau,1
burger,1
buried,1
bursts,1
buttock,1
buzz,1
bym,1
cafs,1
cage,1
cake,1
callingmy,1
calmingcomforting,1
caml,1
candidly,1
canibal,1
cannulation,1
canoodling,1
capire,1
cara,1
carassing,1
cardiopulmonary,1
carefree,1
carelessly,1
caresed,1
cario,1
carpet,1
cashier,1
cauteloso,1
celebrated,1
celebrating,1
celebratory,1
celowy,1
cemetery,1
ceremony,1
ch,1
challenging,1
chamar_me,1
channel,1
chaotic,1
charged,1
charismatic,1
che,1
cheered,1
cherishing,1
chikd,1
chit,1
choice,1
choose,1
chore,1
circulation,1
clam,1
clammy,1
claps,1
clarification,1
clase,1
claws,1
climax,1
clit,1
clitoris,1
clock,1
cloeser,1
closest,1
closure,1
clown,1
coach,1
coercitivo,1
coherent,1
cohesive,1
coldness,1
collaborating,1
colluge,1
color,1
colpire,1
com,1
comfy,1
commanding,1
commiseration,1
commitment,1
communion,1
community,1
commuting,1
compared,1
compelling,1
complaciente,1
complaining,1
complete,1
completing,1
complicated,1
complimentarsi,1
complimenting,1
component,1
comprehensive,1
comprendida,1
concept,1
conciel,1
concrete,1
confessing,1
confiado,1
confidenziale,1
confortato,1
confront,1
confronting,1
conmigo,1
connectedness,1
considerate,1
consolando,1
consolidated,1
construction,1
consuelo,1
consultant,1
consuming,1
continually,1
continuing,1
contra,1
contracture,1
controlled,1
conversamos,1
convivial,1
coolly,1
copied,1
cordial,1
correcting,1
corresponded,1
cosa,1
coscia,1
cosmetician,1
costumer,1
cottage,1
counselling,1
courtship,1
coy,1
cpr,1
cramped,1
craved,1
crawl,1
creeped,1
crema,1
crisis,1
cry,1
cualquier,1
cucinando,1
cuerpo,1
cuidado,1
cupping,1
curar,1
curiositywhere,1
curled,1
cutting,1
cuz,1
czce,1
czoci,1
czuje,1
czuy,1
czym,1
da,1
damp,1
dance,1
dandruff,1
daniel,1
dar,1
dare,1
data,1
daycare,1
de_stress,1
deadlines,1
deal,1
deceptive,1
deciding,1
decisioni,1
dedo,1
deem,1
defeated,1
delicadamente,1
delightedempathy,1
delightful,1
della,1
delle,1
demand,1
dementia,1
density,1
denso,1
dent,1
depnded,1
dermatological,1
dermatologist,1
desconcert,1
description,1
desejo,1
desejvel,1
detached,1
developing,1
devoted,1
devotion,1
dice,1
diciendo,1
diet,1
difference,1
differently,1
difficulties,1
dim,1
dimension,1
disagreeing,1
disassociation,1
discipline,1
discontinuous,1
discourage,1
discovering,1
discute,1
disease,1
disillusionment,1
disinfecting,1
dislike,1
dismissed,1
dismissive,1
disposition,1
dissapoinment,1
dissolve,1
dissolving,1
distanciada,1
distrada,1
distrurb,1
divano,1
divertente,1
divertimento,1
divorce,1
dmdd,1
doesnt,1
dolce,1
dolcemente,1
dolore,1
dominated,1
dopamine,1
dorm,1
dose,1
doubtful,1
dough,1
dove,1
downthis,1
dozing,1
dragged,1
dranienie,1
drenched,1
dresser,1
drivings,1
