group_key,word,count,total_group_count,is_main,variation_rank
cramp,cramp,1,3,True,1
cramp,cramps,1,3,False,2
cramp,cramping,1,3,False,3
scrolling,scrolling,3,3,True,1
studying,studying,3,3,True,1
interrupting,interrupting,3,3,True,1
experience,experience,2,3,True,1
experience,experiences,1,3,False,2
likely,likely,3,3,True,1
supermarket,supermarket,3,3,True,1
pimple,pimple,2,3,True,1
pimple,pimples,1,3,False,2
dad,dad,2,3,True,1
dad,dads,1,3,False,2
short,short,3,3,True,1
est,est,3,3,True,1
not_feel,not_feel,3,3,True,1
irritating,irritating,3,3,True,1
not_good,not_good,2,3,True,1
not_good,not_good,1,3,False,2
wine,wine,3,3,True,1
pointing,pointing,3,3,True,1
foot,foot,2,3,True,1
foot,foot,1,3,False,2
missed,missed,3,3,True,1
quality,quality,3,3,True,1
boredom,boredom,3,3,True,1
dotykany,dotykany,2,3,True,1
dotykany,dotyka,1,3,False,2
drive,drive,2,3,True,1
drive,driver,1,3,False,2
crowded,crowded,3,3,True,1
physiotherapist,physiotherapist,3,3,True,1
de,de,3,3,True,1
admiring,admiring,3,3,True,1
fallen,fallen,3,3,True,1
proud,proud,2,3,True,1
proud,roud,1,3,False,2
awkward,awkward,1,3,True,1
awkward,awkwardly,1,3,False,2
awkward,ackward,1,3,False,3
spilled,spilled,3,3,True,1
response,response,2,3,True,1
response,respond,1,3,False,2
restaurant,restaurant,2,3,True,1
restaurant,restaurand,1,3,False,2
general,general,2,3,True,1
general,generally,1,3,False,2
annoyed,annoyed,3,3,True,1
greets,greets,3,3,True,1
ticklish,ticklish,2,3,True,1
ticklish,ticklish,1,3,False,2
painful,painful,3,3,True,1
week,week,2,3,True,1
week,weeks,1,3,False,2
taxi,taxi,3,3,True,1
firmly,firmly,3,3,True,1
activity,activity,2,3,True,1
activity,activity,1,3,False,2
breaking,breaking,3,3,True,1
remotely,remotely,3,3,True,1
great,great,3,3,True,1
clean,clean,3,3,True,1
whinging,whinging,3,3,True,1
encouraging,encouraging,3,3,True,1
crowd,crowd,3,3,True,1
moja,moja,3,3,True,1
roommate,roommate,2,3,True,1
roommate,roomate,1,3,False,2
fridge,fridge,2,2,True,1
half,half,2,2,True,1
extend,extend,1,2,True,1
extend,extender,1,2,False,2
shows,shows,1,2,True,1
shows,shos,1,2,False,2
past,past,2,2,True,1
bones,bones,1,2,True,1
bones,bone,1,2,False,2
coming,coming,1,2,True,1
coming,incoming,1,2,False,2
affect,affect,1,2,True,1
affect,affected,1,2,False,2
parte,parte,2,2,True,1
del,del,2,2,True,1
mia,mia,2,2,True,1
tocco,tocco,2,2,True,1
destra,destra,1,2,True,1
destra,destro,1,2,False,2
oils,oils,1,2,True,1
oils,oil,1,2,False,2
teasing,teasing,2,2,True,1
careful,careful,1,2,True,1
careful,carefully,1,2,False,2
injured,injured,2,2,True,1
negative,negative,2,2,True,1
today,today,2,2,True,1
football,football,2,2,True,1
faster,faster,2,2,True,1
usual,usual,2,2,True,1
environment,environment,1,2,True,1
environment,enviroment,1,2,False,2
machine,machine,2,2,True,1
tenderness,tenderness,2,2,True,1
providing,providing,2,2,True,1
cool,cool,2,2,True,1
interacting,interacting,2,2,True,1
beer,beer,2,2,True,1
rhythmic,rhythmic,1,2,True,1
rhythmic,rhythm,1,2,False,2
tingly,tingly,1,2,True,1
tingly,tingle,1,2,False,2
putting,putting,2,2,True,1
impatiently,impatiently,2,2,True,1
entering,entering,1,2,True,1
entering,enters,1,2,False,2
ordering,ordering,2,2,True,1
uncle,uncle,2,2,True,1
cleaning,cleaning,2,2,True,1
mocking,mocking,2,2,True,1
daily,daily,2,2,True,1
hi,hi,2,2,True,1
winter,winter,2,2,True,1
togerher,togerher,1,2,True,1
togerher,togeether,1,2,False,2
weekend,weekend,2,2,True,1
plans,plans,2,2,True,1
imagine,imagine,2,2,True,1
process,process,1,2,True,1
process,proceeds,1,2,False,2
sympathy,sympathy,1,2,True,1
sympathy,sympathize,1,2,False,2
wash,wash,2,2,True,1
dishes,dishes,2,2,True,1
earphones,earphones,2,2,True,1
youtube,youtube,2,2,True,1
settling,settling,2,2,True,1
pretend,pretend,1,2,True,1
pretend,pretends,1,2,False,2
battle,battle,1,2,True,1
battle,batte,1,2,False,2
loud,loud,2,2,True,1
estoy,estoy,2,2,True,1
church,church,2,2,True,1
missing,missing,2,2,True,1
country,country,2,2,True,1
wierd,wierd,2,2,True,1
goosebumps,goosebumps,2,2,True,1
cat,cat,2,2,True,1
interact,interact,2,2,True,1
stuck,stuck,2,2,True,1
acknowledged,acknowledged,1,2,True,1
acknowledged,aknowledge,1,2,False,2
stopped,stopped,2,2,True,1
hate,hate,2,2,True,1
chilled,chilled,2,2,True,1
lately,lately,2,2,True,1
exactly,exactly,2,2,True,1
grade,grade,2,2,True,1
stove,stove,2,2,True,1
took,took,2,2,True,1
hovering,hovering,2,2,True,1
smoke,smoke,1,2,True,1
smoke,smoking,1,2,False,2
workmate,workmate,2,2,True,1
called,called,2,2,True,1
troubles,troubles,2,2,True,1
favor,favor,2,2,True,1
pool,pool,2,2,True,1
sibling,sibling,2,2,True,1
wallet,wallet,2,2,True,1
greetings,greetings,2,2,True,1
middle,middle,2,2,True,1
movement,movement,2,2,True,1
hairdresser,hairdresser,2,2,True,1
confiding,confiding,2,2,True,1
gain,gain,2,2,True,1
setting,setting,2,2,True,1
growing,growing,2,2,True,1
died,died,2,2,True,1
sun,sun,2,2,True,1
kicking,kicking,2,2,True,1
transport,transport,2,2,True,1
insistently,insistently,2,2,True,1
pretending,pretending,2,2,True,1
overwhelmed,overwhelmed,2,2,True,1
near,near,2,2,True,1
finally,finally,2,2,True,1
change,change,1,2,True,1
change,changing,1,2,False,2
cigarette,cigarette,1,2,True,1
cigarette,cigarettes,1,2,False,2
perform,perform,2,2,True,1
female,female,2,2,True,1
unhappy,unhappy,2,2,True,1
calmly,calmly,2,2,True,1
buying,buying,2,2,True,1
pricking,pricking,1,2,True,1
pricking,packing,1,2,False,2
involved,involved,1,2,True,1
involved,involves,1,2,False,2
reminds,reminds,1,2,True,1
reminds,reminded,1,2,False,2
library,library,2,2,True,1
mood,mood,2,2,True,1
kitty,kitty,2,2,True,1
therapeutic,therapeutic,1,2,True,1
therapeutic,therapatic,1,2,False,2
death,death,2,2,True,1
grabbed,grabbed,2,2,True,1
lead,lead,2,2,True,1
advice,advice,1,2,True,1
advice,advices,1,2,False,2
tapped,tapped,2,2,True,1
pulse,pulse,2,2,True,1
interaction,interaction,2,2,True,1
teaching,teaching,2,2,True,1
trick,trick,2,2,True,1
request,request,1,2,True,1
request,requested,1,2,False,2
ache,ache,1,2,True,1
ache,aching,1,2,False,2
mosquito,mosquito,2,2,True,1
idea,idea,2,2,True,1
months,months,2,2,True,1
physio,physio,2,2,True,1
slapping,slapping,2,2,True,1
energy,energy,2,2,True,1
positive,positive,2,2,True,1
slides,slides,2,2,True,1
irritated,irritated,2,2,True,1
sunny,sunny,2,2,True,1
scratching,scratching,2,2,True,1
foreplay,foreplay,2,2,True,1
song,song,2,2,True,1
necessary,necessary,1,2,True,1
necessary,necessarily,1,2,False,2
not_talk,not_talk,2,2,True,1
exhaustion,exhaustion,1,2,True,1
exhaustion,exhausting,1,2,False,2
late,late,2,2,True,1
distant,distant,2,2,True,1
ear,ear,2,2,True,1
not_contact,not_contact,1,2,True,1
not_contact,no_contact,1,2,False,2
healer,healer,2,2,True,1
im,im,2,2,True,1
breakdown,breakdown,2,2,True,1
exchange,exchange,2,2,True,1
napping,napping,2,2,True,1
smooth,smooth,1,2,True,1
smooth,smoothly,1,2,False,2
slow,slow,2,2,True,1
noise,noise,2,2,True,1
online,online,2,2,True,1
opinion,opinion,2,2,True,1
para,para,2,2,True,1
estamos,estamos,2,2,True,1
comida,comida,2,2,True,1
broke,broke,2,2,True,1
grocery,grocery,1,2,True,1
grocery,groceries,1,2,False,2
garden,garden,2,2,True,1
numbing,numbing,2,2,True,1
criticizing,criticizing,2,2,True,1
weight,weight,2,2,True,1
challenges,challenges,2,2,True,1
not_hear,not_hear,2,2,True,1
stimulated,stimulated,1,2,True,1
stimulated,simulates,1,2,False,2
rodrigo,rodrigo,2,2,True,1
measuring,measuring,2,2,True,1
entertained,entertained,2,2,True,1
till,till,1,2,True,1
till,tills,1,2,False,2
served,served,2,2,True,1
babysitting,babysitting,2,2,True,1
male,male,2,2,True,1
guy,guy,2,2,True,1
haciendo,haciendo,2,2,True,1
alert,alert,1,2,True,1
alert,alerta,1,2,False,2
estn,estn,2,2,True,1
acaricia,acaricia,1,2,True,1
acaricia,acariciar,1,2,False,2
como,como,2,2,True,1
repetitive,repetitive,1,2,True,1
repetitive,repetitve,1,2,False,2
spent,spent,2,2,True,1
bag,bag,2,2,True,1
forward,forward,2,2,True,1
breakup,breakup,2,2,True,1
congratualting,congratualting,1,2,True,1
congratualting,congratulating,1,2,False,2
everyday,everyday,2,2,True,1
grass,grass,2,2,True,1
woman,woman,2,2,True,1
intimacy,intimacy,2,2,True,1
quickly,quickly,2,2,True,1
distracting,distracting,1,2,True,1
distracting,distraction,1,2,False,2
warning,warning,2,2,True,1
quiet,quiet,2,2,True,1
sprained,sprained,2,2,True,1
tried,tried,2,2,True,1
scratchy,scratchy,1,2,True,1
scratchy,scratched,1,2,False,2
dead,dead,2,2,True,1
spouse,spouse,2,2,True,1
penis,penis,2,2,True,1
focus,focus,2,2,True,1
tattoo,tattoo,2,2,True,1
sunscreen,sunscreen,2,2,True,1
dine,dine,1,2,True,1
dine,dinning,1,2,False,2
others_company,others_company,2,2,True,1
dry,dry,2,2,True,1
business,business,2,2,True,1
mind,mind,2,2,True,1
lotion,lotion,2,2,True,1
falling,falling,2,2,True,1
hello,hello,1,2,True,1
hello,hell,1,2,False,2
fare,fare,2,2,True,1
uncontrollably,uncontrollably,2,2,True,1
sensual,sensual,2,2,True,1
injection,injection,2,2,True,1
wipe,wipe,2,2,True,1
prode,prode,2,2,True,1
ball,ball,2,2,True,1
ensure,ensure,2,2,True,1
hugged,hugged,2,2,True,1
goes,goes,2,2,True,1
thought,thought,2,2,True,1
dirty,dirty,1,2,True,1
dirty,dirt,1,2,False,2
believe,believe,1,2,True,1
believe,believes,1,2,False,2
fiance,fiance,2,2,True,1
alright,alright,2,2,True,1
facciamo,facciamo,2,2,True,1
passeggiata,passeggiata,2,2,True,1
operation,operation,2,2,True,1
agree,agree,2,2,True,1
notes,notes,2,2,True,1
react,react,1,2,True,1
react,reacts,1,2,False,2
oven,oven,2,2,True,1
earlier,earlier,2,2,True,1
trading,trading,1,2,True,1
trading,tracing,1,2,False,2
wrapped,wrapped,1,2,True,1
wrapped,wrapping,1,2,False,2
enjoy,enjoy,1,2,True,1
enjoy,enjoys,1,2,False,2
emphasising,emphasising,2,2,True,1
medication,medication,2,2,True,1
guess,guess,2,2,True,1
inject,inject,1,2,True,1
inject,injected,1,2,False,2
achievement,achievement,1,2,True,1
achievement,achievements,1,2,False,2
free,free,2,2,True,1
stiff,stiff,2,2,True,1
assignements,assignements,2,2,True,1
ignoring,ignoring,2,2,True,1
wearing,wearing,2,2,True,1
pub,pub,2,2,True,1
town,town,2,2,True,1
stand,stand,2,2,True,1
offer,offer,1,2,True,1
offer,offers,1,2,False,2
lady,lady,2,2,True,1
convince,convince,1,2,True,1
convince,convinced,1,2,False,2
hit,hit,2,2,True,1
strenght,strenght,1,2,True,1
strenght,strength,1,2,False,2
cognitive,cognitive,2,2,True,1
reiki,reiki,2,2,True,1
bother,bother,2,2,True,1
twice,twice,2,2,True,1
prepared,prepared,1,2,True,1
prepared,prepare,1,2,False,2
guest,guest,2,2,True,1
prosi,prosi,2,2,True,1
budzi,budzi,2,2,True,1
cos,cos,2,2,True,1
uwage,uwage,2,2,True,1
state,state,2,2,True,1
calf,calf,2,2,True,1
without_time,without_time,1,1,True,1
heaving,heaving,1,1,True,1
grazing,grazing,1,1,True,1
headsets,headsets,1,1,True,1
worrying,worrying,1,1,True,1
dear,dear,1,1,True,1
board,board,1,1,True,1
ate,ate,1,1,True,1
determined,determined,1,1,True,1
elder,elder,1,1,True,1
required,required,1,1,True,1
permissible,permissible,1,1,True,1
da,da,1,1,True,1
amica,amica,1,1,True,1
della,della,1,1,True,1
amichevole,amichevole,1,1,True,1
divertente,divertente,1,1,True,1
modo,modo,1,1,True,1
allaltra,allaltra,1,1,True,1
sul,sul,1,1,True,1
mio,mio,1,1,True,1
polso,polso,1,1,True,1
mano,mano,1,1,True,1
ticchetto,ticchetto,1,1,True,1
lack,lack,1,1,True,1
not_aware,not_aware,1,1,True,1
difficulties,difficulties,1,1,True,1
struggles,struggles,1,1,True,1
fact,fact,1,1,True,1
episode,episode,1,1,True,1
sure,sure,1,1,True,1
row,row,1,1,True,1
multiple,multiple,1,1,True,1
back,back,1,1,True,1
not_pay,not_pay,1,1,True,1
not_see,not_see,1,1,True,1
reveal,reveal,1,1,True,1
swiped,swiped,1,1,True,1
cutting,cutting,1,1,True,1
tantrum,tantrum,1,1,True,1
not_need,not_need,1,1,True,1
lading,lading,1,1,True,1
college,college,1,1,True,1
encourage,encourage,1,1,True,1
celebrating,celebrating,1,1,True,1
vending,vending,1,1,True,1
protected,protected,1,1,True,1
tripped,tripped,1,1,True,1
injuring,injuring,1,1,True,1
graduated,graduated,1,1,True,1
callingmy,callingmy,1,1,True,1
ackowledging,ackowledging,1,1,True,1
philosophy,philosophy,1,1,True,1
burger,burger,1,1,True,1
monotonous,monotonous,1,1,True,1
uneasy,uneasy,1,1,True,1
methods,methods,1,1,True,1
pushing,pushing,1,1,True,1
wait,wait,1,1,True,1
escaped,escaped,1,1,True,1
earth,earth,1,1,True,1
not_speak,not_speak,1,1,True,1
prove,prove,1,1,True,1
accusing,accusing,1,1,True,1
fix,fix,1,1,True,1
patient,patient,1,1,True,1
grounding,grounding,1,1,True,1
technique,technique,1,1,True,1
sunset,sunset,1,1,True,1
finder,finder,1,1,True,1
textured,textured,1,1,True,1
sensitive,sensitive,1,1,True,1
sale,sale,1,1,True,1
investigative,investigative,1,1,True,1
ascertain,ascertain,1,1,True,1
basic,basic,1,1,True,1
refusal,refusal,1,1,True,1
empathy,empathy,1,1,True,1
latte,latte,1,1,True,1
not_education,not_education,1,1,True,1
undervalue,undervalue,1,1,True,1
repeat,repeat,1,1,True,1
armhair,armhair,1,1,True,1
reservation,reservation,1,1,True,1
view,view,1,1,True,1
gaze,gaze,1,1,True,1
moonlight,moonlight,1,1,True,1
drenched,drenched,1,1,True,1
dermatological,dermatological,1,1,True,1
lego,lego,1,1,True,1
curled,curled,1,1,True,1
blanket,blanket,1,1,True,1
consultation,consultation,1,1,True,1
intensity,intensity,1,1,True,1
intervals,intervals,1,1,True,1
without_care,without_care,1,1,True,1
status,status,1,1,True,1
sorts,sorts,1,1,True,1
idk,idk,1,1,True,1
worry,worry,1,1,True,1
overstimulated,overstimulated,1,1,True,1
not_nothing,not_nothing,1,1,True,1
highlight,highlight,1,1,True,1
fast,fast,1,1,True,1
fantastic,fantastic,1,1,True,1
daydreaming,daydreaming,1,1,True,1
peace,peace,1,1,True,1
press,press,1,1,True,1
not_type,not_type,1,1,True,1
puts,puts,1,1,True,1
slower,slower,1,1,True,1
not_job,not_job,1,1,True,1
fighting,fighting,1,1,True,1
loudly,loudly,1,1,True,1
sims,sims,1,1,True,1
visitando,visitando,1,1,True,1
sta,sta,1,1,True,1
prendendo,prendendo,1,1,True,1
decisioni,decisioni,1,1,True,1
stiamo,stiamo,1,1,True,1
delle,delle,1,1,True,1
assieme,assieme,1,1,True,1
cucinando,cucinando,1,1,True,1
sto,sto,1,1,True,1
odly,odly,1,1,True,1
satisfying,satisfying,1,1,True,1
self,self,1,1,True,1
character,character,1,1,True,1
tiny,tiny,1,1,True,1
depression,depression,1,1,True,1
money,money,1,1,True,1
dancing,dancing,1,1,True,1
summer,summer,1,1,True,1
fracture,fracture,1,1,True,1
distrada,distrada,1,1,True,1
conversamos,conversamos,1,1,True,1
animadamente,animadamente,1,1,True,1
nerviosa,nerviosa,1,1,True,1
dressed,dressed,1,1,True,1
priest,priest,1,1,True,1
entered,entered,1,1,True,1
visa,visa,1,1,True,1
suffer,suffer,1,1,True,1
describe,describe,1,1,True,1
looked,looked,1,1,True,1
accident,accident,1,1,True,1
undertake,undertake,1,1,True,1
occurring,occurring,1,1,True,1
present,present,1,1,True,1
climbs,climbs,1,1,True,1
conforted,conforted,1,1,True,1
essay,essay,1,1,True,1
glance,glance,1,1,True,1
stubborn,stubborn,1,1,True,1
burned,burned,1,1,True,1
red,red,1,1,True,1
lunchbreal,lunchbreal,1,1,True,1
theya,theya,1,1,True,1
bf,bf,1,1,True,1
split,split,1,1,True,1
destination,destination,1,1,True,1
omnious,omnious,1,1,True,1
unwell,unwell,1,1,True,1
item,item,1,1,True,1
attachment,attachment,1,1,True,1
pan,pan,1,1,True,1
static,static,1,1,True,1
electricity,electricity,1,1,True,1
charged,charged,1,1,True,1
object,object,1,1,True,1
effects,effects,1,1,True,1
wrestling,wrestling,1,1,True,1
typing,typing,1,1,True,1
prolific,prolific,1,1,True,1
sheet,sheet,1,1,True,1
excel,excel,1,1,True,1
gotten,gotten,1,1,True,1
seduction,seduction,1,1,True,1
not_respond,not_respond,1,1,True,1
verbally,verbally,1,1,True,1
wear,wear,1,1,True,1
stretching,stretching,1,1,True,1
tedious,tedious,1,1,True,1
not_sleep,not_sleep,1,1,True,1
revenge,revenge,1,1,True,1
soccer,soccer,1,1,True,1
skero,skero,1,1,True,1
laid,laid,1,1,True,1
asap,asap,1,1,True,1
experimentor,experimentor,1,1,True,1
sliding,sliding,1,1,True,1
frustration,frustration,1,1,True,1
bbq,bbq,1,1,True,1
war,war,1,1,True,1
exit,exit,1,1,True,1
attentive,attentive,1,1,True,1
no_space,no_space,1,1,True,1
fashion,fashion,1,1,True,1
freaking,freaking,1,1,True,1
paper,paper,1,1,True,1
single,single,1,1,True,1
clarification,clarification,1,1,True,1
mildly,mildly,1,1,True,1
f2f,f2f,1,1,True,1
arriving,arriving,1,1,True,1
pack,pack,1,1,True,1
spa,spa,1,1,True,1
chit,chit,1,1,True,1
popcorn,popcorn,1,1,True,1
psychological,psychological,1,1,True,1
conference,conference,1,1,True,1
attempt,attempt,1,1,True,1
phase,phase,1,1,True,1
insecure,insecure,1,1,True,1
not_crowd,not_crowd,1,1,True,1
deadlines,deadlines,1,1,True,1
ahead,ahead,1,1,True,1
dozing,dozing,1,1,True,1
warn,warn,1,1,True,1
sneezing,sneezing,1,1,True,1
recounting,recounting,1,1,True,1
anecdote,anecdote,1,1,True,1
nothing_happend,nothing_happend,1,1,True,1
attract,attract,1,1,True,1
bring,bring,1,1,True,1
snother,snother,1,1,True,1
forceful,forceful,1,1,True,1
another_person,another_person,1,1,True,1
reaching,reaching,1,1,True,1
carresing,carresing,1,1,True,1
fall,fall,1,1,True,1
airbnb,airbnb,1,1,True,1
takeouts,takeouts,1,1,True,1
engage,engage,1,1,True,1
warming,warming,1,1,True,1
fromwork,fromwork,1,1,True,1
goofily,goofily,1,1,True,1
slight,slight,1,1,True,1
tickle,tickle,1,1,True,1
puzzle,puzzle,1,1,True,1
completing,completing,1,1,True,1
conducting,conducting,1,1,True,1
diagnosis,diagnosis,1,1,True,1
leisure,leisure,1,1,True,1
speed,speed,1,1,True,1
indifferent,indifferent,1,1,True,1
discontinuous,discontinuous,1,1,True,1
dog,dog,1,1,True,1
scrubbing,scrubbing,1,1,True,1
sports,sports,1,1,True,1
disposition,disposition,1,1,True,1
without_leg,without_leg,1,1,True,1
competitive,competitive,1,1,True,1
vitals,vitals,1,1,True,1
vacation,vacation,1,1,True,1
nearby,nearby,1,1,True,1
brainstorm,brainstorm,1,1,True,1
color,color,1,1,True,1
surgery,surgery,1,1,True,1
zoning,zoning,1,1,True,1
parnet,parnet,1,1,True,1
tickets,tickets,1,1,True,1
droplet,droplet,1,1,True,1
paint,paint,1,1,True,1
not_alone,not_alone,1,1,True,1
altercation,altercation,1,1,True,1
biting,biting,1,1,True,1
stinging,stinging,1,1,True,1
endlessly,endlessly,1,1,True,1
coziness,coziness,1,1,True,1
create,create,1,1,True,1
tissue,tissue,1,1,True,1
scalding,scalding,1,1,True,1
annoyance,annoyance,1,1,True,1
waiter,waiter,1,1,True,1
collaborating,collaborating,1,1,True,1
prior,prior,1,1,True,1
intravenous,intravenous,1,1,True,1
follow,follow,1,1,True,1
canoodling,canoodling,1,1,True,1
without_I,without_I,1,1,True,1
warmth,warmth,1,1,True,1
general_practitioner,general_practitioner,1,1,True,1
motivate,motivate,1,1,True,1
coolly,coolly,1,1,True,1
respect,respect,1,1,True,1
licks,licks,1,1,True,1
boundaries,boundaries,1,1,True,1
establishing,establishing,1,1,True,1
aware,aware,1,1,True,1
expression,expression,1,1,True,1
perceive,perceive,1,1,True,1
subtle,subtle,1,1,True,1
mutual,mutual,1,1,True,1
tocca,tocca,1,1,True,1
accarezzare,accarezzare,1,1,True,1
sfrega,sfrega,1,1,True,1
turned,turned,1,1,True,1
towels,towels,1,1,True,1
homework,homework,1,1,True,1
root,root,1,1,True,1
bitten,bitten,1,1,True,1
itchiness,itchiness,1,1,True,1
palliative,palliative,1,1,True,1
push,push,1,1,True,1
shake,shake,1,1,True,1
decisive,decisive,1,1,True,1
dismissive,dismissive,1,1,True,1
throwing,throwing,1,1,True,1
sittted,sittted,1,1,True,1
sarcastically,sarcastically,1,1,True,1
term,term,1,1,True,1
crisis,crisis,1,1,True,1
feedback,feedback,1,1,True,1
tear,tear,1,1,True,1
shading,shading,1,1,True,1
kegs,kegs,1,1,True,1
successful,successful,1,1,True,1
banter,banter,1,1,True,1
romantically,romantically,1,1,True,1
horror,horror,1,1,True,1
scolded,scolded,1,1,True,1
unexpected,unexpected,1,1,True,1
relevant,relevant,1,1,True,1
understand,understand,1,1,True,1
dumped,dumped,1,1,True,1
human,human,1,1,True,1
learnt,learnt,1,1,True,1
andor,andor,1,1,True,1
goose,goose,1,1,True,1
bumps,bumps,1,1,True,1
drums,drums,1,1,True,1
observations,observations,1,1,True,1
green,green,1,1,True,1
consistent,consistent,1,1,True,1
survey,survey,1,1,True,1
answering,answering,1,1,True,1
arund,arund,1,1,True,1
circulation,circulation,1,1,True,1
counselling,counselling,1,1,True,1
brushed,brushed,1,1,True,1
trip,trip,1,1,True,1
hotel,hotel,1,1,True,1
mass,mass,1,1,True,1
not_effective,not_effective,1,1,True,1
nonetheless,nonetheless,1,1,True,1
recognise,recognise,1,1,True,1
period,period,1,1,True,1
caring,caring,1,1,True,1
playground,playground,1,1,True,1
spiritual,spiritual,1,1,True,1
mental,mental,1,1,True,1
stimulating,stimulating,1,1,True,1
clitoris,clitoris,1,1,True,1
without_touch,without_touch,1,1,True,1
swelling,swelling,1,1,True,1
sunbathing,sunbathing,1,1,True,1
played,played,1,1,True,1
player,player,1,1,True,1
ir,ir,1,1,True,1
patch,patch,1,1,True,1
remarkable,remarkable,1,1,True,1
overthinking,overthinking,1,1,True,1
clothes,clothes,1,1,True,1
folding,folding,1,1,True,1
fixing,fixing,1,1,True,1
poin,poin,1,1,True,1
avoid,avoid,1,1,True,1
behavior,behavior,1,1,True,1
sadly,sadly,1,1,True,1
overstrech,overstrech,1,1,True,1
not_able,not_able,1,1,True,1
hastily,hastily,1,1,True,1
aula,aula,1,1,True,1
distanciada,distanciada,1,1,True,1
restante,restante,1,1,True,1
rodeia,rodeia,1,1,True,1
estou,estou,1,1,True,1
dar,dar,1,1,True,1
atenta,atenta,1,1,True,1
mundo,mundo,1,1,True,1
matria,matria,1,1,True,1
emocionado,emocionado,1,1,True,1
meu,meu,1,1,True,1
uma,uma,1,1,True,1
noticing,noticing,1,1,True,1
contar,contar,1,1,True,1
tem,tem,1,1,True,1
amigo,amigo,1,1,True,1
com,com,1,1,True,1
no_cinema,no_cinema,1,1,True,1
sentada,sentada,1,1,True,1
um,um,1,1,True,1
ver,ver,1,1,True,1
seja,seja,1,1,True,1
servida,servida,1,1,True,1
espera,espera,1,1,True,1
silly,silly,1,1,True,1
turning,turning,1,1,True,1
consolidated,consolidated,1,1,True,1
barely,barely,1,1,True,1
sunday,sunday,1,1,True,1
means,means,1,1,True,1
not_understand,not_understand,1,1,True,1
riding,riding,1,1,True,1
reconfort,reconfort,1,1,True,1
cherishing,cherishing,1,1,True,1
chilly,chilly,1,1,True,1
ordeal,ordeal,1,1,True,1
procedure,procedure,1,1,True,1
numbness,numbness,1,1,True,1
experiencing,experiencing,1,1,True,1
entertaining,entertaining,1,1,True,1
thick,thick,1,1,True,1
back_hurts,back_hurts,1,1,True,1
hectic,hectic,1,1,True,1
sample,sample,1,1,True,1
not_colleague,not_colleague,1,1,True,1
without_word,without_word,1,1,True,1
chair,chair,1,1,True,1
elevated,elevated,1,1,True,1
fight,fight,1,1,True,1
literally,literally,1,1,True,1
excitement,excitement,1,1,True,1
inflamed,inflamed,1,1,True,1
romance,romance,1,1,True,1
irregularities,irregularities,1,1,True,1
mole,mole,1,1,True,1
supper,supper,1,1,True,1
not_movie,not_movie,1,1,True,1
quietly,quietly,1,1,True,1
elicits,elicits,1,1,True,1
sensitivity,sensitivity,1,1,True,1
invoking,invoking,1,1,True,1
surprised,surprised,1,1,True,1
gas,gas,1,1,True,1
sipping,sipping,1,1,True,1
heater,heater,1,1,True,1
hungry,hungry,1,1,True,1
palcem,palcem,1,1,True,1
sposb,sposb,1,1,True,1
dziwny,dziwny,1,1,True,1
delikatny,delikatny,1,1,True,1
askotanie,askotanie,1,1,True,1
rce,rce,1,1,True,1
miejsca,miejsca,1,1,True,1
prba,prba,1,1,True,1
obolaego,obolaego,1,1,True,1
masau,masau,1,1,True,1
wykrycia,wykrycia,1,1,True,1
sensibility,sensibility,1,1,True,1
level,level,1,1,True,1
erotically,erotically,1,1,True,1
handling,handling,1,1,True,1
receptionist,receptionist,1,1,True,1
lifting,lifting,1,1,True,1
heavy,heavy,1,1,True,1
assisting,assisting,1,1,True,1
buried,buried,1,1,True,1
agent,agent,1,1,True,1
wool,wool,1,1,True,1
soaked,soaked,1,1,True,1
ride,ride,1,1,True,1
animated,animated,1,1,True,1
embrace,embrace,1,1,True,1
firing,firing,1,1,True,1
ailing,ailing,1,1,True,1
cheek,cheek,1,1,True,1
algo,algo,1,1,True,1
ponga,ponga,1,1,True,1
avisando,avisando,1,1,True,1
atienda,atienda,1,1,True,1
animado,animado,1,1,True,1
consolando,consolando,1,1,True,1
palabras,palabras,1,1,True,1
diciendo,diciendo,1,1,True,1
bonitas,bonitas,1,1,True,1
crema,crema,1,1,True,1
fuerte,fuerte,1,1,True,1
masajear,masajear,1,1,True,1
hacer,hacer,1,1,True,1
especie,especie,1,1,True,1
somwhere,somwhere,1,1,True,1
hole,hole,1,1,True,1
ground,ground,1,1,True,1
yoghurt,yoghurt,1,1,True,1
pre_schooler,pre_schooler,1,1,True,1
susceptible,susceptible,1,1,True,1
lips,lips,1,1,True,1
moisturiser,moisturiser,1,1,True,1
kiosk,kiosk,1,1,True,1
search,search,1,1,True,1
mad,mad,1,1,True,1
english,english,1,1,True,1
developing,developing,1,1,True,1
seducing,seducing,1,1,True,1
feed,feed,1,1,True,1
section,section,1,1,True,1
relaxtrying,relaxtrying,1,1,True,1
costumer,costumer,1,1,True,1
tribulations,tribulations,1,1,True,1
anguish,anguish,1,1,True,1
granny,granny,1,1,True,1
alongside,alongside,1,1,True,1
weak,weak,1,1,True,1
older,older,1,1,True,1
dark,dark,1,1,True,1
praying,praying,1,1,True,1
fixed,fixed,1,1,True,1
presentable,presentable,1,1,True,1
not_anything,not_anything,1,1,True,1
ankle,ankle,1,1,True,1
platform,platform,1,1,True,1
gossiping,gossiping,1,1,True,1
birds,birds,1,1,True,1
